topic,is_correct_base,is_correct_unlearned,distance,n_questions,accuracy_delta
Schistosoma mansoni,0.8,0.8,54,5,0.0
Anatomical plane,0.8,0.8,50,5,0.0
Anatomical terms of motion,0.6,0.6,39,5,0.0
Ancient Beringian,0.6,0.6,59,5,0.0
Sanction,0.6,0.6,81,5,0.0
Samuel H. Wood,0.6,0.6,98,5,0.0
Sampling bias,1.0,1.0,64,5,0.0
SIMILE,0.8,0.8,63,40,0.0
SSM-N-9 Regulus II,0.8,0.8,66,5,0.0
Animal psychopathology,1.0,1.0,24,10,0.0
SS Barlind,0.6,0.6,44,5,0.0
SM-65 Atlas,0.8,0.8,4,5,0.0
Animal suicide,1.0,1.0,59,30,0.0
SLC2A9,0.6,0.6,61,20,0.0
SET domain,1.0,1.0,87,210,0.0
Animal models,1.0,1.0,0,5,0.0
SBML,0.6,0.6,92,335,0.0
Animal trial,0.6,0.6,27,5,0.0
Anismus,0.8,0.8,83,15,0.0
Annals (Tacitus),1.0,1.0,56,5,0.0
SAE 304 stainless steel,1.0,1.0,52,5,0.0
SAD PERSONS scale,0.8,0.8,9,5,0.0
STDU Viewer,0.8,0.8,51,5,0.0
STRING,0.6,0.6,50,495,0.0
Samidorphan,0.6,0.6,68,25,0.0
Angiotensin II receptor type 1,1.0,1.0,96,20,0.0
Sambucus,0.8,0.8,95,5,0.0
Salvinorin,0.8,0.8,90,10,0.0
Salviniales,0.8,0.8,52,5,0.0
Salt bridge (protein and supramolecular),0.6,0.6,42,5,0.0
Angiosperm Phylogeny Group,0.8,0.8,29,10,0.0
Angiotensin,0.6,0.6,12,5,0.0
Salinity,0.8,0.8,55,5,0.0
SWI/SNF,0.8,0.8,48,10,0.0
Safinamide,0.6,0.6,99,5,0.0
Sacubitril/valsartan,1.0,1.0,16,15,0.0
Animal Cognition,0.8,0.8,7,5,0.0
Sacroiliitis,1.0,1.0,68,5,0.0
Animal culture,1.0,1.0,52,5,0.0
SYNTAX,0.8,0.8,49,10,0.0
Seafaring in the Pre-Columbian Caribbean,0.8,0.8,49,5,0.0
Search data structure,0.6,0.6,95,105,0.0
Shewanella,1.0,1.0,43,115,0.0
Search engine indexing,1.0,1.0,17,205,0.0
Aminoglutethimide,0.6,0.6,97,5,0.0
Serum protein electrophoresis,1.0,1.0,82,5,0.0
Aminophenazone,0.6,0.6,51,10,0.0
Serrated polyposis syndrome,0.6,0.6,94,10,0.0
Serotype,1.0,1.0,3,15,0.0
Serotonin–norepinephrine reuptake inhibitor,1.0,1.0,45,4,0.0
Serotonin transporter,0.8,0.8,67,10,0.0
Serotonin receptor agonist,0.8,0.8,75,5,0.0
Serialization,1.0,1.0,62,5,0.0
Septicemic plague,0.6,0.6,62,60,0.0
Sensory processing disorder,1.0,1.0,48,5,0.0
Sensory neuronopathy,1.0,1.0,101,5,0.0
Sensory memory,0.8,0.8,59,15,0.0
Sense of smell,0.8,0.8,28,40,0.0
Sense (molecular biology),0.8,0.8,29,175,0.0
Service Location Protocol,1.0,1.0,75,10,0.0
Sesquilinear form,0.8,0.8,51,5,0.0
Sessile serrated lesion,1.0,1.0,35,5,0.0
Sexual desire,1.0,1.0,56,5,0.0
Shellfish allergy,0.8,0.8,92,5,0.0
Amide,1.0,1.0,26,5,0.0
Shattered Steel,0.6,0.6,70,5,0.0
Shannon–Hartley theorem,1.0,1.0,100,5,0.0
Shadow biosphere,1.0,1.0,37,5,0.0
Sexually transmitted infection,0.6,0.6,11,20,0.0
Amine,0.8,0.8,96,5,0.0
Set cover problem,0.6,0.6,70,10,0.0
Sex chromosome anomalies,1.0,1.0,90,5,0.0
Sex chromosome,0.6,0.6,30,5,0.0
Sewer gas,0.8,0.8,69,10,0.0
Sewage farm,0.8,0.8,39,5,0.0
Amino acid replacement,1.0,1.0,32,135,0.0
Setosphaeria turcica,0.8,0.8,17,85,0.0
Ampelography,0.8,0.8,20,5,0.0
Sengstaken–Blakemore tube,0.6,0.6,72,5,0.0
Senecioneae,0.8,0.8,69,10,0.0
Secretary problem,0.6,0.6,19,5,0.0
Select (SQL),0.8,0.8,73,35,0.0
Segmental resection,1.0,1.0,68,5,0.0
Sedum morganianum,0.8,0.8,60,5,0.0
Sediment,0.8,0.8,54,5,0.0
Security question,0.6,0.6,94,5,0.0
Secretome,1.0,1.0,42,85,0.0
Secondary source,0.8,0.8,71,10,0.0
Select Agents,0.6,0.6,0,5,0.0
Secondary somatosensory cortex,0.6,0.6,87,5,0.0
Secondary plot (kinetics),0.8,0.8,92,30,0.0
Secondary metabolite,0.8,0.8,94,20,0.0
Amylose,0.6,0.6,98,20,0.0
Search neutrality,0.8,0.8,67,5,0.0
Search engine results page,1.0,1.0,36,25,0.0
Amyloidosis,1.0,1.0,42,15,0.0
Amyloid-related imaging abnormalities,0.8,0.8,87,5,0.0
Senecio,0.8,0.8,88,5,0.0
Selenium deficiency,0.8,0.8,90,10,0.0
Senary,0.6,0.6,93,5,0.0
Amphiregulin,0.8,0.8,99,20,0.0
Semantics,0.8,0.8,88,15,0.0
Semantic triple,0.6,0.6,34,75,0.0
Selumetinib,0.6,0.6,43,5,0.0
Self-supervised learning,0.8,0.8,80,5,0.0
Selenicereus grandiflorus,0.8,0.8,100,5,0.0
Selected reaction monitoring,0.8,0.8,68,230,0.0
Selegiline,0.6,0.6,38,10,0.0
Amy Rosenzweig,0.6,0.6,83,5,0.0
Selective norepinephrine reuptake inhibitor,0.8,0.8,20,5,0.0
Selective media,0.8,0.8,0,5,0.0
Selection algorithm,0.8,0.8,100,15,0.0
Selectin,0.6,0.6,31,75,0.0
List of text corpora,0.6,0.6,63,25,0.0
Lists of unusual deaths,0.8,0.8,84,10,0.0
Butovo firing range,0.6,0.6,63,5,0.0
Hexanitrodiphenylamine,0.6,0.6,66,5,0.0
Hexadecimal,0.8,0.8,14,5,0.0
Hexachloroethane,0.6,0.6,75,15,0.0
Hexaamminecobalt(III) chloride,0.6,0.6,80,5,0.0
Heteroplasmy,0.8,0.8,78,5,0.0
Heteronym (linguistics),1.0,1.0,71,5,0.0
Heterologous expression,0.6,0.6,0,5,0.0
Heterochromatin,0.8,0.8,0,5,0.0
Comparison of multi-paradigm programming languages,1.0,1.0,94,10,0.0
Herpetic gingivostomatitis,0.8,0.8,14,90,0.0
Comparison of reference management software,0.6,0.6,53,5,0.0
Comparison of remote desktop software,1.0,1.0,35,5,0.0
Comparison of text editors,0.8,0.8,99,70,0.0
Herpesvirus entry mediator,0.8,0.8,0,5,0.0
Comparison of vector graphics editors,0.6,0.6,47,150,0.0
Comparison of video container formats,0.8,0.8,84,35,0.0
Hexahydrocannabinol,0.6,0.6,65,15,0.0
Heyndrickxia coagulans,1.0,1.0,72,150,0.0
Histocompatibility,0.8,0.8,73,10,0.0
Hi-C (genomic analysis technique),1.0,1.0,36,190,0.0
Comparison of file systems,0.6,0.6,79,25,0.0
Histamine receptor,0.8,0.8,12,15,0.0
Comparison of hex editors,0.6,0.6,42,5,0.0
Hispanopithecus,0.6,0.6,48,15,0.0
Hiragana,0.8,0.8,95,5,0.0
Hill equation (biochemistry),0.8,0.8,51,20,0.0
Comparison of high-definition smartphone displays,0.6,0.6,47,5,0.0
High-altitude adaptation in humans,1.0,1.0,78,5,0.0
High altitude breathing apparatus,0.8,0.8,84,5,0.0
Hierofalcon,0.8,0.8,48,5,0.0
Hierarchical navigable small world,1.0,1.0,72,110,0.0
Comparison of image viewers,1.0,1.0,72,170,0.0
Hibernate (framework),0.8,0.8,66,30,0.0
Hibakusha,0.6,0.6,63,5,0.0
Comparison of mobile operating systems,0.8,0.8,14,20,0.0
Comparison of video player software,0.6,0.6,19,10,0.0
Herpes simplex virus,0.6,0.6,0,5,0.0
Complement receptor 2,0.8,0.8,85,165,0.0
Complement system,0.6,0.6,0,5,0.0
Computer terminal,0.6,0.6,47,5,0.0
Hepatic encephalopathy,0.8,0.8,73,15,0.0
Heparin,1.0,1.0,100,5,0.0
Concrete Ship,0.6,0.6,56,15,0.0
Henut Taui,0.6,0.6,95,5,0.0
Concurrency control,1.0,1.0,66,5,0.0
Hemosiderin,1.0,1.0,53,15,0.0
Hemorrhagic gastroenteritis,0.8,0.8,24,15,0.0
Condition number,0.8,0.8,31,5,0.0
Hemolytic anemia,0.6,0.6,92,5,0.0
Congenital muscular dystrophy,0.6,0.6,86,5,0.0
Hemolymph,1.0,1.0,58,5,0.0
Congestive hepatopathy,0.6,0.6,17,10,0.0
Hemoglobin subunit beta,0.8,0.8,95,80,0.0
Hemocyanin,1.0,1.0,99,30,0.0
Computer number format,0.6,0.6,35,5,0.0
Computer data storage,1.0,1.0,89,5,0.0
Computational model,1.0,1.0,73,5,0.0
Hereditary haemochromatosis,1.0,1.0,51,35,0.0
Herpes gladiatorum,0.6,0.6,70,80,0.0
Hermodice carunculata,0.6,0.6,58,5,0.0
Complementation test,0.8,0.8,0,5,0.0
Hermaphrodite,1.0,1.0,77,5,0.0
Heritability of autism,0.6,0.6,73,60,0.0
Composability,0.8,0.8,94,5,0.0
Hereditary cancer syndrome,0.8,0.8,40,10,0.0
Computational epigenetics,1.0,1.0,94,140,0.0
Hepcidin,0.8,0.8,95,90,0.0
Hepatotoxin,0.8,0.8,87,5,0.0
Composition of relations,0.6,0.6,85,5,0.0
Hepatosplenomegaly,0.8,0.8,62,20,0.0
Hepatomegaly,0.6,0.6,12,5,0.0
Hepatocellular carcinoma,0.8,0.8,70,5,0.0
Histiocytoma,0.8,0.8,45,10,0.0
Histone code,0.6,0.6,94,185,0.0
Cohort study,1.0,1.0,100,5,0.0
Hosta 'Undulata',0.6,0.6,37,10,0.0
Combatants of the war in Donbas,0.6,0.6,60,5,0.0
Combustibility and flammability,1.0,1.0,71,5,0.0
Host adapter,0.6,0.6,83,5,0.0
Host (network),1.0,1.0,11,5,0.0
Host (biology),0.8,0.8,4,5,0.0
Horses in Germanic paganism,0.6,0.6,79,5,0.0
Horner–Wadsworth–Emmons reaction,0.6,0.6,79,5,0.0
Comma operator,0.8,0.8,52,5,0.0
Comment (computer programming),1.0,1.0,75,5,0.0
Commodore 1540,1.0,1.0,44,5,0.0
Hordenine,0.6,0.6,76,5,0.0
Communication channel,1.0,1.0,56,5,0.0
Honor suicide,1.0,1.0,50,5,0.0
Honeydew (secretion),0.8,0.8,20,15,0.0
Homology modeling,0.8,0.8,39,405,0.0
Columella,0.6,0.6,75,5,0.0
Collation,0.8,0.8,25,45,0.0
Histone deacetylase inhibitor,1.0,1.0,0,5,0.0
Collagenous colitis,0.6,0.6,84,5,0.0
Human genetic clustering,1.0,1.0,74,20,0.0
Human food,0.8,0.8,58,5,0.0
Human feces,1.0,1.0,80,20,0.0
Human fat,0.6,0.6,24,5,0.0
Human disease network,1.0,1.0,93,65,0.0
Human disease modifier gene,1.0,1.0,13,40,0.0
Cold-stimulus headache,0.8,0.8,52,5,0.0
Collagen,1.0,1.0,71,55,0.0
Human blood group systems,1.0,1.0,49,10,0.0
Human Genome Project,0.8,0.8,68,50,0.0
Human Brain Project,0.6,0.6,53,5,0.0
Huimin Zhao,0.6,0.6,32,5,0.0
Hugo López-Gatell Ramírez,1.0,1.0,71,5,0.0
Hud (surah),0.6,0.6,68,5,0.0
Hox gene,0.8,0.8,80,10,0.0
Homology (biology),1.0,1.0,15,5,0.0
Comparative officer ranks of World War II,0.6,0.6,76,5,0.0
Homologous chromosome,0.8,0.8,8,15,0.0
Homocystinuria,0.8,0.8,84,5,0.0
History of the web browser,0.6,0.6,33,5,0.0
History of the potato,0.6,0.6,67,5,0.0
History of the Catholic Church in Japan,0.8,0.8,77,5,0.0
Comparison of ICBMs,0.8,0.8,1,5,0.0
Comparison of anti-ballistic missile systems,0.6,0.6,8,5,0.0
Comparison of cryptographic hash functions,0.6,0.6,70,10,0.0
History of military technology,0.8,0.8,71,5,0.0
History of magnetic resonance imaging,0.8,0.8,55,5,0.0
History of life,1.0,1.0,51,5,0.0
History of computing hardware (1960s–present),1.0,1.0,56,5,0.0
Comparison of executable file formats,1.0,1.0,89,5,0.0
History of biological warfare,0.6,0.6,12,50,0.0
History of animal testing,1.0,1.0,89,5,0.0
Comparison of file managers,0.8,0.8,92,20,0.0
Histopathology,1.0,1.0,26,5,0.0
History of trigonometry,0.6,0.6,89,5,0.0
Hittite cuneiform,0.8,0.8,66,5,0.0
Hittite inscriptions,0.6,0.6,86,5,0.0
Homages,0.8,0.8,6,550,0.0
Comparison of CalDAV and CardDAV implementations,0.6,0.6,69,5,0.0
Hominy,0.8,0.8,88,5,0.0
Homeotic gene,1.0,1.0,80,10,0.0
Homeostatic model assessment,0.8,0.8,40,10,0.0
Homeosis,1.0,1.0,65,15,0.0
Home media,0.8,0.8,22,5,0.0
Holozoa,0.6,0.6,94,15,0.0
Hive (ransomware),0.6,0.6,66,5,0.0
Comparison of Fujifilm X series cameras,0.6,0.6,84,15,0.0
Hokan languages,0.8,0.8,35,15,0.0
Hoffmann syndrome,1.0,1.0,99,5,0.0
Hodgkin lymphoma,0.6,0.6,75,5,0.0
Hodges–Lehmann estimator,0.6,0.6,35,5,0.0
Hmong writing,0.6,0.6,92,15,0.0
Hemiptera,0.8,0.8,7,5,0.0
Hemidactylus flaviviridis,0.6,0.6,56,5,0.0
Heme,0.6,0.6,78,10,0.0
Gs alpha subunit,0.6,0.6,61,10,0.0
Group representation,1.0,1.0,49,30,0.0
Group identifier,0.6,0.6,43,5,0.0
Group homomorphism,0.8,0.8,56,5,0.0
Grossfuss Sturmgewehr,0.6,0.6,27,5,0.0
Grimspound,0.8,0.8,98,5,0.0
Grifola frondosa,1.0,1.0,99,5,0.0
Grief,1.0,1.0,85,15,0.0
Greeny (guitar),0.8,0.8,45,5,0.0
Greenberg's linguistic universals,0.6,0.6,93,5,0.0
Green waste,0.6,0.6,63,5,0.0
Corn gluten meal,0.6,0.6,4,10,0.0
Corn kernel,0.8,0.8,14,5,0.0
Gray baby syndrome,0.8,0.8,91,5,0.0
Graph isomorphism,0.8,0.8,50,5,0.0
Graph drawing,0.8,0.8,75,10,0.0
Gruiformes,0.6,0.6,67,5,0.0
Guano,1.0,1.0,62,5,0.0
Hematospermia,0.8,0.8,31,5,0.0
Guanosine monophosphate,0.6,0.6,92,45,0.0
Coprinus comatus,0.8,0.8,58,5,0.0
Copula (linguistics),0.6,0.6,61,5,0.0
Copyright aspects of hyperlinking and framing,1.0,1.0,87,5,0.0
Corchorus olitorius,0.8,0.8,48,10,0.0
Cordylobia anthropophaga,0.8,0.8,57,5,0.0
H1 antagonist,0.6,0.6,16,20,0.0
Gyrus,0.6,0.6,38,10,0.0
Gymnosporangium juniperi-virginianae,0.6,0.6,58,35,0.0
Gymnopilus,0.6,0.6,86,30,0.0
Gymnemic acid,0.8,0.8,47,10,0.0
Gut microbiota,0.8,0.8,87,40,0.0
Coreidae,0.6,0.6,33,5,0.0
Gun serial number,0.6,0.6,68,5,0.0
Gummy smile,0.8,0.8,66,5,0.0
Coriander,0.8,0.8,78,5,0.0
Graph (abstract data type),0.8,0.8,55,20,0.0
Granulocyte,0.6,0.6,25,15,0.0
Grandmother hypothesis,0.8,0.8,38,10,0.0
Gramps (software),0.8,0.8,82,5,0.0
"Gluten-free, casein-free diet",0.8,0.8,98,5,0.0
Gluten,0.6,0.6,79,70,0.0
Cortisone,1.0,1.0,85,5,0.0
Glutamate receptor,0.6,0.6,26,15,0.0
Glutamate (neurotransmitter),0.8,0.8,93,5,0.0
Glucose uptake,1.0,1.0,91,10,0.0
Glucosamine,0.8,0.8,53,5,0.0
Glucocorticoid receptor,0.6,0.6,50,40,0.0
Glucan,0.6,0.6,97,30,0.0
Gloxinia (genus),0.6,0.6,66,10,0.0
Glossary of wine terms,0.8,0.8,79,5,0.0
Corvalol,0.6,0.6,91,5,0.0
Glossary of quantum computing,0.6,0.6,94,10,0.0
Glossary of music terminology,0.8,0.8,96,5,0.0
Glossary of military abbreviations,0.8,0.8,72,20,0.0
Cortical homunculus,0.6,0.6,64,10,0.0
Glutenin,0.6,0.6,99,5,0.0
Glyceraldehyde,0.6,0.6,72,20,0.0
Gonadal dysgenesis,0.6,0.6,92,5,0.0
Governmental lists of cults and sects,0.6,0.6,53,5,0.0
Gothic runic inscriptions,0.6,0.6,42,20,0.0
Gossypium barbadense,0.6,0.6,67,15,0.0
Cornish cuisine,1.0,1.0,65,5,0.0
Cornus kousa,0.6,0.6,67,5,0.0
Google Hummingbird,0.6,0.6,64,30,0.0
Goliathus,0.8,0.8,68,5,0.0
Glycolysis,0.6,0.6,7,10,0.0
Gold nanoparticles in chemotherapy,1.0,1.0,55,40,0.0
Gnetophyta,0.6,0.6,95,5,0.0
Coronavirus Job Retention Scheme,0.6,0.6,70,5,0.0
Corpus cavernosum penis,0.6,0.6,16,5,0.0
Glycosylation,1.0,1.0,70,20,0.0
Glycosaminoglycan,0.6,0.6,94,55,0.0
Coprinellus micaceus,0.6,0.6,21,5,0.0
HITS algorithm,0.6,0.6,14,135,0.0
Copper peptide GHK-Cu,0.6,0.6,83,45,0.0
Haplogroup G-M285,0.6,0.6,86,10,0.0
Hazmat diving,1.0,1.0,52,5,0.0
Hazari Lane violence,0.6,0.6,90,15,0.0
Hazardous materials apparatus,0.8,0.8,17,5,0.0
Conserved sequence,1.0,1.0,84,80,0.0
"Harris County, Georgia",0.6,0.6,76,5,0.0
Harmaline,0.6,0.6,84,5,0.0
Harlequin syndrome,1.0,1.0,94,5,0.0
Hardy–Weinberg principle,0.8,0.8,12,5,0.0
Hard spheres,0.6,0.6,50,5,0.0
Haramiyida,0.8,0.8,93,5,0.0
Haptic communication,1.0,1.0,83,10,0.0
Haplotype,0.8,0.8,70,25,0.0
Haplorhini,0.8,0.8,98,15,0.0
Haploinsufficiency,0.6,0.6,52,30,0.0
Haplogroup Q-M242,0.8,0.8,11,65,0.0
Head and neck anatomy,0.8,0.8,41,15,0.0
Health among the Amish,0.6,0.6,8,20,0.0
Health and safety hazards of 3D printing,0.6,0.6,83,10,0.0
Heliox,0.6,0.6,52,20,0.0
Hematophagy,0.8,0.8,92,25,0.0
Hemangiosarcoma,1.0,1.0,94,5,0.0
Conjugate (acid-base theory),0.8,0.8,57,10,0.0
Conjugate prior,0.8,0.8,87,5,0.0
Conjugative plasmids,0.8,0.8,0,5,0.0
Helix (multimedia project),0.6,0.6,59,15,0.0
Heliotropism,0.6,0.6,20,5,0.0
Health and safety hazards of nanomaterials,0.6,0.6,49,20,0.0
Helichrysum,0.8,0.8,48,10,0.0
Heinz body,0.8,0.8,67,20,0.0
Hebomoia glaucippe,0.6,0.6,75,5,0.0
Heating element,0.8,0.8,35,5,0.0
Heated tobacco product,1.0,1.0,65,5,0.0
Health effects of salt,0.6,0.6,63,5,0.0
Haplogroup L2,0.6,0.6,81,40,0.0
Haplogroup E-Z827,0.8,0.8,95,65,0.0
Coordination sphere,0.8,0.8,34,5,0.0
Constituent (linguistics),0.8,0.8,9,5,0.0
Hadamar killing centre,0.6,0.6,92,5,0.0
Hachiman,1.0,1.0,93,5,0.0
Habitability of K-type main-sequence star systems,0.8,0.8,63,5,0.0
Convex polytope,0.6,0.6,83,5,0.0
HTTP/3,0.6,0.6,81,5,0.0
HTTP ETag,0.8,0.8,82,35,0.0
Convolvulaceae,0.8,0.8,73,15,0.0
Cook–Levin theorem,0.6,0.6,49,5,0.0
Cooperativity,0.6,0.6,60,25,0.0
HPV-positive oropharyngeal cancer,1.0,1.0,92,35,0.0
HMS Coventry (D118),1.0,1.0,80,5,0.0
HMGB1,0.6,0.6,30,25,0.0
HIV/AIDS in the United States,0.6,0.6,97,5,0.0
HIV/AIDS in the Philippines,0.6,0.6,23,10,0.0
Coordinate vector,0.8,0.8,23,50,0.0
Convex hull algorithms,0.8,0.8,49,5,0.0
Haematopoietic system,0.8,0.8,58,10,0.0
Haenel MK 556,0.6,0.6,89,5,0.0
Hamilton Rating Scale for Depression,0.8,0.8,50,10,0.0
Haplogroup A (Y-DNA),0.8,0.8,93,5,0.0
Haplogroup,1.0,1.0,96,5,0.0
Contaminated land,0.8,0.8,22,5,0.0
Content format,1.0,1.0,95,15,0.0
Hanifi Rohingya script,0.8,0.8,98,5,0.0
Contrast agent,1.0,1.0,64,5,0.0
Halton sequence,1.0,1.0,32,5,0.0
Conventional weapon,0.8,0.8,92,5,0.0
Halotolerance,1.0,1.0,21,5,0.0
Controlled vocabulary,0.8,0.8,34,165,0.0
HaloTag,0.8,0.8,16,165,0.0
Hallermann–Streiff syndrome,0.6,0.6,66,5,0.0
Halakha,0.6,0.6,88,5,0.0
Hair cloning,0.6,0.6,75,5,0.0
Human genetic enhancement,0.8,0.8,68,45,0.0
Human information interaction,1.0,1.0,74,5,0.0
Glossary of leaf morphology,1.0,1.0,91,20,0.0
Index of DOS games (W),1.0,1.0,13,12,0.0
Index of DOS games (M),0.8,0.8,53,30,0.0
Chytridiomycota,0.8,0.8,39,5,0.0
Index of DOS games (G),0.6,0.6,54,30,0.0
Index of DOS games (C),0.6,0.6,14,30,0.0
Index of DOS games,1.0,1.0,91,10,0.0
Index notation,0.8,0.8,26,20,0.0
Cicuta,0.6,0.6,81,5,0.0
Index (publishing),1.0,1.0,64,5,0.0
Independence of clones criterion,0.8,0.8,34,15,0.0
Indapamide,0.6,0.6,29,5,0.0
Incubator (culture),0.6,0.6,61,10,0.0
Incomplete lineage sorting,1.0,1.0,64,30,0.0
Incomplete Cholesky factorization,0.8,0.8,62,5,0.0
Inclusion–exclusion principle,0.8,0.8,30,5,0.0
Inclusion map,1.0,1.0,99,10,0.0
Index of DOS games (V),0.5,0.5,99,28,0.0
Index of Greenland-related articles,1.0,1.0,95,10,0.0
Indicator bacteria,0.8,0.8,11,60,0.0
Index of Windows games,0.8,0.8,27,30,0.0
Indexed file,1.0,1.0,72,40,0.0
Indexed Database API,0.6,0.6,98,5,0.0
Index of physics articles (C),1.0,1.0,50,90,0.0
Index of physics articles (A),1.0,1.0,83,34,0.0
Index of physics articles (!$@),0.8,0.8,21,60,0.0
Index of gardening articles,0.6,0.6,51,5,0.0
Index of fashion articles,0.8,0.8,89,30,0.0
List of television formats and genres,0.8,0.8,66,15,0.0
Index of Windows games (W),0.6666666666666666,0.6666666666666666,65,51,0.0
Index of Windows games (T),0.6,0.6,75,85,0.0
Index of Windows games (P),1.0,1.0,66,51,0.0
Chymotrypsin,1.0,1.0,23,55,0.0
Index of Windows games (I),0.8,0.8,23,50,0.0
Index of Windows games (H),0.8,0.8,22,50,0.0
Index of Windows games (B),0.8,0.8,67,85,0.0
Ciguatera fish poisoning,1.0,1.0,67,20,0.0
Inclusion (mineral),1.0,1.0,7,5,0.0
Incisivosaurus,0.8,0.8,65,5,0.0
Ciliary neurotrophic factor,0.8,0.8,84,30,0.0
Impact of Agent Orange in Vietnam,0.6,0.6,79,35,0.0
Immunotransplant,0.8,0.8,64,90,0.0
Immunoscreening,0.6,0.6,98,80,0.0
Immunoprecipitation,1.0,1.0,98,30,0.0
Immunomodulation,0.8,0.8,32,5,0.0
Circumscription (taxonomy),1.0,1.0,36,50,0.0
Cis AB,0.6,0.6,19,65,0.0
Immunohistochemistry,0.6,0.6,100,5,0.0
Immunoglobulin therapy,1.0,1.0,16,10,0.0
Immunoglobulin light chain,0.8,0.8,68,10,0.0
Cisapride,0.6,0.6,94,5,0.0
Immunoglobulin class switching,0.6,0.6,24,40,0.0
Cis–trans isomerism,0.6,0.6,10,5,0.0
Immunofluorescence,1.0,1.0,0,5,0.0
Immunoelectrophoresis,1.0,1.0,15,20,0.0
Impact of the COVID-19 pandemic on American sports broadcasting,0.6,0.6,17,15,0.0
Impact of the COVID-19 pandemic on cinema,0.8,0.8,41,10,0.0
Impact of the COVID-19 pandemic on international relations,1.0,1.0,21,15,0.0
In vitro to in vivo extrapolation,1.0,1.0,49,35,0.0
Incidence (epidemiology),0.6,0.6,51,15,0.0
Incentive spirometer,0.8,0.8,55,5,0.0
Ciliopathy,0.8,0.8,88,5,0.0
Inborn errors of metabolism,1.0,1.0,57,5,0.0
Cimetidine,0.8,0.8,61,5,0.0
In-place matrix transposition,0.8,0.8,70,10,0.0
In vitro (disambiguation),0.6,0.6,93,5,0.0
Impact of the COVID-19 pandemic on journalism,1.0,1.0,2,5,0.0
Imperforate anus,0.8,0.8,72,5,0.0
Impact of the COVID-19 pandemic on the video game industry,0.8,0.8,87,5,0.0
Cimex lectularius,1.0,1.0,86,130,0.0
Impact of the COVID-19 pandemic on the cannabis industry,0.6,0.6,69,15,0.0
Impact of the COVID-19 pandemic on the arts and cultural heritage,1.0,1.0,58,5,0.0
Impact of the COVID-19 pandemic on sports,0.6,0.6,61,5,0.0
Church encoding,0.8,0.8,63,5,0.0
Indicator organism,0.6,0.6,7,30,0.0
Cognitive dimensions of notations,0.8,0.8,72,5,0.0
Inhaler,0.8,0.8,98,5,0.0
Ingredients of cosmetics,1.0,1.0,52,5,0.0
Infusion pump,0.6,0.6,69,5,0.0
Infrared window,1.0,1.0,24,5,0.0
Infrared thermometer,0.8,0.8,92,5,0.0
Information seeking,0.6,0.6,89,85,0.0
Information science,1.0,1.0,64,5,0.0
Information history,0.6,0.6,55,20,0.0
Chondroitin sulfate,0.6,0.6,68,30,0.0
Information gain (decision tree),0.6,0.6,2,10,0.0
Information bottleneck method,0.8,0.8,85,20,0.0
Information (disambiguation),0.8,0.8,20,50,0.0
Christian views on sin,1.0,1.0,15,5,0.0
Chromatin,0.6,0.6,28,15,0.0
Chromatin remodeling,0.8,0.8,72,15,0.0
Chromite,0.6,0.6,40,5,0.0
Inhalant,0.8,0.8,48,5,0.0
Initiation factor,0.8,0.8,69,10,0.0
Indigenous people of New Guinea,0.6,0.6,30,5,0.0
Initiative for Open Citations,0.8,0.8,76,55,0.0
Inotrope,0.6,0.6,38,5,0.0
Inositol trisphosphate,1.0,1.0,98,10,0.0
Inosine,0.8,0.8,31,95,0.0
Inosinate nucleosidase,0.8,0.8,25,5,0.0
Chloropicrin,0.8,0.8,98,5,0.0
Chloropyramine,0.8,0.8,31,10,0.0
Chlorosis,1.0,1.0,11,5,0.0
Inoculation,0.8,0.8,32,20,0.0
Choanal atresia,0.6,0.6,90,5,0.0
Innate lymphoid cell,0.8,0.8,22,40,0.0
Chocolate bloom,0.8,0.8,100,5,0.0
Inland salt marsh,0.8,0.8,26,5,0.0
Cholesterol,0.8,0.8,47,5,0.0
Cholinergic,0.8,0.8,3,25,0.0
Chondroblastoma,0.8,0.8,98,5,0.0
Chromosomal crossover,0.6,0.6,17,20,0.0
Chromosome 10,0.6666666666666666,0.6666666666666666,16,51,0.0
Influenza genome,0.6,0.6,0,5,0.0
Chromosome 11,0.6,0.6,59,140,0.0
Chrysops,0.8,0.8,41,10,0.0
Industrial revolutions,1.0,1.0,63,15,0.0
Industrial fermentation,0.6,0.6,48,10,0.0
Industrial applications of nanotechnology,0.6,0.6,87,5,0.0
Industrial Internet Consortium,0.8,0.8,91,5,0.0
Induced gamma emission,0.6,0.6,100,5,0.0
Indoxyl sulfate,0.8,0.8,45,5,0.0
Indoor mold,0.8,0.8,2,5,0.0
Indolent lymphoma,0.8,0.8,77,10,0.0
Indole test,0.6,0.6,73,10,0.0
Indole alkaloid,1.0,1.0,72,5,0.0
Chrysotile,0.6,0.6,43,5,0.0
Indigofera,0.8,0.8,59,15,0.0
Indigitamenta,1.0,1.0,21,5,0.0
Indigenous peoples of the Southeastern Woodlands,0.8,0.8,58,5,0.0
Inertial confinement fusion,0.6,0.6,45,5,0.0
Infant,0.8,0.8,11,5,0.0
Chrysochus auratus,0.6,0.6,41,5,0.0
Infinitive,0.8,0.8,74,5,0.0
Chromosome 20,0.8,0.8,81,100,0.0
Chromosome 3,0.6,0.6,6,95,0.0
Chromosome 7,1.0,1.0,60,90,0.0
