topic,is_correct_base,is_correct_unlearned,distance,n_questions,accuracy_delta
Reserved IP addresses,1.0,1.0,97,5,0.0
Resection margin,1.0,1.0,21,5,0.0
Research question,1.0,1.0,11,15,0.0
Research library,1.0,1.0,58,15,0.0
PatchMatch,0.6,0.6,74,25,0.0
Rule of inference,1.0,1.0,75,5,0.0
Tambora language,0.6,0.6,92,5,0.0
Pagoclone,0.6,0.6,72,30,0.0
Pain in crustaceans,1.0,1.0,95,15,0.0
Saturn (rocket family),0.8,0.8,31,5,0.0
Sardine run,0.6,0.6,81,5,0.0
Paleopathology,0.8,0.8,74,20,0.0
Sarcoidosis,0.6,0.6,38,5,0.0
Palladin,1.0,1.0,100,45,0.0
Sarcocystis neurona,0.6,0.6,33,15,0.0
Pallister–Killian syndrome,0.8,0.8,78,5,0.0
Saponification value,0.6,0.6,9,10,0.0
Pan (genus),0.6,0.6,53,5,0.0
Santolina chamaecyparissus,0.8,0.8,96,5,0.0
Santalales,0.6,0.6,28,10,0.0
Sanction,0.6,0.6,81,5,0.0
Pancreatic enzymes (medication),0.8,0.8,21,10,0.0
Pandanus amaryllifolius,0.6,0.6,58,5,0.0
Pandemic,0.6,0.6,32,25,0.0
Samuel H. Wood,0.6,0.6,98,5,0.0
Sampling bias,1.0,1.0,64,5,0.0
Sambucus,0.8,0.8,95,5,0.0
Saucer,1.0,1.0,94,5,0.0
Scalar (mathematics),0.8,0.8,82,5,0.0
Salvinorin,0.8,0.8,90,10,0.0
Page table,0.8,0.8,67,10,0.0
P4 (programming language),0.8,0.8,20,10,0.0
PA-X protein,0.8,0.8,0,5,0.0
Sea Witch (container ship),0.6,0.6,28,5,0.0
Screening (medicine),1.0,1.0,4,5,0.0
PD-1 and PD-L1 inhibitors,0.6,0.6,4,10,0.0
Scrapie,1.0,1.0,81,105,0.0
PEGylation,0.6,0.6,29,5,0.0
PLK2,0.8,0.8,10,5,0.0
Scottish red deer,0.6,0.6,99,5,0.0
POST (HTTP),1.0,1.0,94,5,0.0
Scopolamine,0.8,0.8,45,10,0.0
PaLM,1.0,1.0,45,10,0.0
Schistosomiasis,0.8,0.8,87,5,0.0
Schistosoma haematobium,1.0,1.0,72,5,0.0
Page (computer memory),0.6,0.6,62,10,0.0
Page (paper),0.6,0.6,16,5,0.0
Page replacement algorithm,1.0,1.0,95,10,0.0
Schema.org,0.8,0.8,98,15,0.0
Scalar (physics),0.8,0.8,49,5,0.0
Pandemic H1N1/09 virus,0.6,0.6,1,55,0.0
Salviniales,0.8,0.8,52,5,0.0
Rules of Civility and Decent Behaviour In Company and Conversation,0.6,0.6,48,5,0.0
SET domain,1.0,1.0,87,210,0.0
Parkinsonism,1.0,1.0,46,10,0.0
Parotitis,0.8,0.8,68,5,0.0
Paroxysmal nocturnal dyspnoea,0.6,0.6,89,5,0.0
SAD PERSONS scale,0.8,0.8,9,5,0.0
Partial permutation,0.6,0.6,55,15,0.0
S-layer,0.8,0.8,97,45,0.0
Rōmusha,0.6,0.6,99,5,0.0
Ryukyuan religion,0.6,0.6,22,5,0.0
Particulates,1.0,1.0,58,15,0.0
Partition alignment,0.6,0.6,53,5,0.0
Rust converter,0.8,0.8,37,5,0.0
Partition function (statistical mechanics),1.0,1.0,59,5,0.0
Partition type,0.6,0.6,37,25,0.0
Rust,0.6,0.6,2,5,0.0
"Russian warship, go fuck yourself",0.6,0.6,74,10,0.0
Pascal's pyramid,0.8,0.8,52,5,0.0
Pascal's rule,0.6,0.6,67,5,0.0
Rumen,0.6,0.6,3,5,0.0
Pasteurella multocida,0.6,0.6,68,150,0.0
SBML,0.6,0.6,92,335,0.0
SLC2A9,0.6,0.6,61,20,0.0
Panmixia,0.8,0.8,80,5,0.0
Parasitology,1.0,1.0,25,45,0.0
Pannonian Rusyn,0.8,0.8,92,5,0.0
Salt substitute,0.6,0.6,99,5,0.0
Salivary gland,0.6,0.6,38,5,0.0
Pantry,1.0,1.0,98,5,0.0
Paperity,0.6,0.6,43,10,0.0
Saliva testing,0.8,0.8,65,30,0.0
Salinity,0.8,0.8,55,5,0.0
Safinamide,0.6,0.6,99,5,0.0
Saddleback caterpillar,0.8,0.8,42,15,0.0
Sacubitril/valsartan,1.0,1.0,16,15,0.0
Paragonimiasis,0.6,0.6,2,10,0.0
Paragonimus westermani,1.0,1.0,8,10,0.0
Sacubitril,0.8,0.8,30,15,0.0
Parahippocampal gyrus,1.0,1.0,83,10,0.0
Paramagnetic nuclear magnetic resonance spectroscopy,0.8,0.8,14,35,0.0
Sacroiliitis,1.0,1.0,68,5,0.0
SYNTAX,0.8,0.8,49,10,0.0
Parametric surface,0.8,0.8,91,5,0.0
SS Barlind,0.6,0.6,44,5,0.0
Phasianinae,0.75,0.75,41,4,0.0
Recuva,1.0,1.0,85,5,0.0
Recurrence relation,0.8,0.8,52,5,0.0
Psidium cattleyanum,0.6,0.6,32,10,0.0
Psidium,0.6,0.6,92,5,0.0
Polysaccharide,1.0,1.0,74,30,0.0
Popeye (missile),0.8,0.8,56,5,0.0
Popliteal pterygium syndrome,0.6,0.6,50,5,0.0
Pseudoephedrine/loratadine,0.6,0.6,29,15,0.0
Psathyrella,1.0,1.0,12,5,0.0
Prunus caroliniana,0.8,0.8,48,5,0.0
Pork,0.6,0.6,93,10,0.0
Porphyra,0.8,0.8,98,5,0.0
Protoplasm,0.6,0.6,68,5,0.0
Proton-to-electron mass ratio,0.8,0.8,77,10,0.0
Protocell,0.8,0.8,90,10,0.0
Proto-Kra–Dai language,0.6,0.6,67,15,0.0
Position (geometry),0.8,0.8,100,10,0.0
Positive and negative predictive values,0.6,0.6,93,5,0.0
Proto-Indo-European verbs,0.6,0.6,92,5,0.0
Proterospongia,0.8,0.8,98,15,0.0
Posterior cingulate cortex,0.6,0.6,32,5,0.0
Posterior cortical atrophy,1.0,1.0,81,5,0.0
Polypodium hydriforme,0.8,0.8,92,15,0.0
Psilocybin mushroom,0.6,0.6,71,5,0.0
Posterior urethral valve,1.0,1.0,92,5,0.0
Polyploidy,0.6,0.6,34,5,0.0
Poliovirus,1.0,1.0,0,5,0.0
Pyrethroid,0.6,0.6,64,20,0.0
Pyrethrin,0.8,0.8,46,15,0.0
Pycnodysostosis,0.8,0.8,83,5,0.0
Purple urine bag syndrome,1.0,1.0,12,5,0.0
Polish phonology,0.8,0.8,90,5,0.0
Political violence,0.6,0.6,99,5,0.0
Political warfare,1.0,1.0,20,5,0.0
Punnett square,0.8,0.8,71,40,0.0
Punch drunk (disambiguation),0.8,0.8,7,5,0.0
Polycarbophil calcium,1.0,1.0,95,15,0.0
Polygraph,0.6,0.6,81,5,0.0
Pulsed laser,0.8,0.8,61,5,0.0
Polyhexanide,0.6,0.6,101,10,0.0
Polymer fume fever,0.6,0.6,79,15,0.0
Pulmonary infiltrate,1.0,1.0,84,15,0.0
Pulmonary hemorrhage,0.6,0.6,19,5,0.0
Polynucleotide,0.6,0.6,46,165,0.0
Ptaquiloside,0.6,0.6,65,65,0.0
Posterior pituitary,1.0,1.0,93,5,0.0
Posthumous sperm retrieval,0.6,0.6,58,5,0.0
Philosophy of death,0.8,0.8,76,5,0.0
Prenatal and perinatal psychology,0.8,0.8,96,5,0.0
Pressure measurement,0.8,0.8,48,5,0.0
Pressure-sensitive tape,0.8,0.8,30,5,0.0
Protein (nutrient),1.0,1.0,39,70,0.0
Protein,0.75,0.75,19,84,0.0
Prevalence,1.0,1.0,15,5,0.0
Protected designation of origin,1.0,1.0,47,5,0.0
Primary motor cortex,0.8,0.8,70,5,0.0
Primary progressive aphasia,1.0,1.0,95,20,0.0
Primary somatosensory cortex,0.8,0.8,59,10,0.0
Primase,0.8,0.8,36,50,0.0
Protease,1.0,1.0,1,15,0.0
Prostacyclin,0.8,0.8,73,5,0.0
Probiotic,1.0,1.0,64,5,0.0
Processor design,1.0,1.0,93,5,0.0
Program synthesis,0.6,0.6,59,20,0.0
Proposed top-level domain,1.0,1.0,56,5,0.0
Propellant,0.8,0.8,57,5,0.0
Proofs of trigonometric identities,1.0,1.0,79,5,0.0
Project network,0.8,0.8,77,5,0.0
Protein expression,1.0,1.0,0,5,0.0
Prenalterol,0.6,0.6,91,5,0.0
Protein–protein interaction,1.0,1.0,100,12,0.0
Premastication,0.6,0.6,6,5,0.0
Potential energy surface,1.0,1.0,50,5,0.0
Proteinopathy,0.8,0.8,14,10,0.0
Potto,0.8,0.8,20,10,0.0
Power (physics),0.6,0.6,85,5,0.0
Poxvirus,0.5,0.5,0,4,0.0
Pozzolanic activity,0.8,0.8,80,5,0.0
Protein-protein interactions,0.5,0.5,0,4,0.0
Protein toxicity,1.0,1.0,0,5,0.0
Pragmatic clinical trial,1.0,1.0,50,5,0.0
Pre-exposure prophylaxis,0.8,0.8,6,10,0.0
Pre-exposure prophylaxis for HIV prevention,1.0,1.0,14,5,0.0
Protein therapeutics,0.6,0.6,31,20,0.0
Precancerous condition,1.0,1.0,85,5,0.0
Protein secondary structure,0.8,0.8,31,30,0.0
Precipitation,0.8,0.8,57,5,0.0
Protein purification,0.6,0.6,0,5,0.0
Precision-guided munition,1.0,1.0,96,10,0.0
Predictive text,0.6,0.6,67,5,0.0
Prefix sum,1.0,1.0,66,10,0.0
Polio,1.0,1.0,61,95,0.0
Pyridine,0.5,0.5,75,4,0.0
List of short titles,0.6,0.6,33,5,0.0
Photosystem,1.0,1.0,43,10,0.0
Physical plant,0.8,0.8,54,5,0.0
Physostigma venenosum,1.0,1.0,98,5,0.0
Ray transfer matrix analysis,1.0,1.0,25,5,0.0
Rattus,0.8,0.8,78,5,0.0
Phytophotodermatitis,0.8,0.8,48,5,0.0
Rapunzel syndrome,1.0,1.0,87,5,0.0
Raphide,1.0,1.0,24,20,0.0
Ranunculales,1.0,1.0,49,5,0.0
Ranters,1.0,1.0,41,5,0.0
Rand index,1.0,1.0,42,10,0.0
Phytoremediation,1.0,1.0,0,5,0.0
Piciformes,0.6,0.6,86,45,0.0
Raffia palm,0.8,0.8,49,5,0.0
Radioresistance,1.0,1.0,83,45,0.0
Radical 85,0.8,0.8,72,5,0.0
Radical 115,0.6,0.6,97,5,0.0
Picture superiority effect,0.8,0.8,68,20,0.0
Radiation effects from the Fukushima Daiichi nuclear disaster,0.8,0.8,47,5,0.0
Pig slaughter,0.8,0.8,70,5,0.0
Phototoxin,1.0,1.0,74,5,0.0
Photosynthesis,1.0,1.0,95,5,0.0
Polarized 3D system,0.8,0.8,32,5,0.0
Reactogenicity,0.6,0.6,41,5,0.0
Rectangular function,0.6,0.6,98,10,0.0
Phlegm,0.6,0.6,50,20,0.0
Rectangle packing,0.6,0.6,77,5,0.0
Phloem,0.8,0.8,85,5,0.0
Rectal administration,1.0,1.0,90,5,0.0
Recreational use of nitrous oxide,0.6,0.6,71,5,0.0
Recreational use of dextromethorphan,0.8,0.8,82,15,0.0
Reclassification,0.8,0.8,20,10,0.0
Phonological history of Old English,0.6,0.6,55,5,0.0
Receptive aphasia,1.0,1.0,94,5,0.0
Phormium tenax,1.0,1.0,58,5,0.0
Phosgene oxime,0.6,0.6,72,10,0.0
Phosphazene,0.8,0.8,75,15,0.0
Recall (memory),0.8,0.8,93,30,0.0
Phosphodiesterase inhibitor,1.0,1.0,20,5,0.0
Phospholipid,0.6,0.6,47,15,0.0
Real gas,1.0,1.0,55,5,0.0
Reagent,0.6,0.6,73,10,0.0
Photographic paper,0.6,0.6,77,5,0.0
Pilot-operated relief valve,0.8,0.8,95,5,0.0
Ping-pong mechanism,0.6,0.6,0,5,0.0
Pingback,0.8,0.8,40,5,0.0
Racism in Japan,0.6,0.6,47,10,0.0
Quantum suicide and immortality,0.6,0.6,92,5,0.0
Q-exponential distribution,0.6,0.6,70,15,0.0
Pleura,0.8,0.8,10,5,0.0
Q-analog,0.6,0.6,68,5,0.0
Pliny the Younger on Christians,0.6,0.6,46,5,0.0
Plug flow reactor model,0.6,0.6,30,5,0.0
Pyruvate dehydrogenase complex,0.6,0.6,82,30,0.0
Pyruvate decarboxylase,0.8,0.8,93,15,0.0
Plumbagin,0.6,0.6,64,10,0.0
Plummer–Vinson syndrome,1.0,1.0,98,10,0.0
Pneumoconiosis,0.8,0.8,32,5,0.0
Pneumomediastinum,1.0,1.0,79,5,0.0
Poaching (cooking),0.6,0.6,42,5,0.0
Pyrus communis,0.6,0.6,81,5,0.0
Poison,1.0,1.0,7,5,0.0
Poisson–Boltzmann equation,1.0,1.0,36,5,0.0
Pokémon doujinshi incident,0.8,0.8,70,5,0.0
Pyrroloquinoline quinone,0.6,0.6,5,65,0.0
Polarization (waves),0.8,0.8,84,5,0.0
Query language,1.0,1.0,26,175,0.0
Platelet,0.8,0.8,78,10,0.0
Quicksort,0.6,0.6,42,10,0.0
Pizotifen,0.6,0.6,100,10,0.0
Pinworm (parasite),1.0,1.0,83,75,0.0
Racecadotril,0.8,0.8,80,15,0.0
Rabin–Karp algorithm,0.8,0.8,72,10,0.0
Rabies vaccine,0.6,0.6,10,35,0.0
Rabies in animals,0.6,0.6,77,45,0.0
Pith,0.6,0.6,83,5,0.0
Pivot element,0.8,0.8,89,10,0.0
RTP payload formats,0.8,0.8,85,5,0.0
ROUGE (metric),0.6,0.6,98,30,0.0
Quine–McCluskey algorithm,0.8,0.8,83,15,0.0
RICTOR,0.8,0.8,19,25,0.0
Planning of the September 11 attacks,0.8,0.8,13,5,0.0
RASSF1,0.6,0.6,81,35,0.0
RANK,1.0,1.0,88,5,0.0
Plantago,0.6,0.6,81,5,0.0
Plants of the World Online,0.6,0.6,67,5,0.0
R (programming language),0.6,0.6,82,5,0.0
Plasma cell dyscrasias,1.0,1.0,58,5,0.0
Ozone therapy,0.8,0.8,86,5,0.0
Ozone depletion potential,1.0,1.0,89,5,0.0
Ozanimod,0.6,0.6,40,10,0.0
Stanley R. Mickelsen Safeguard Complex,0.6,0.6,91,5,0.0
Standard electrode potential (data page),0.8,0.8,68,5,0.0
Neurochip,0.6,0.6,91,5,0.0
Standard Portable Intermediate Representation,0.8,0.8,87,5,0.0
Staling,0.8,0.8,62,5,0.0
Neurofibromin,0.6,0.6,94,65,0.0
Neurofilament light polypeptide,0.8,0.8,79,45,0.0
Staining,1.0,1.0,99,15,0.0
Neuromodulation (medicine),0.8,0.8,12,5,0.0
Neuroprotection,1.0,1.0,79,20,0.0
Stack-sortable permutation,0.6,0.6,51,5,0.0
Neuropsychological assessment,1.0,1.0,43,5,0.0
Neuroscience,1.0,1.0,54,10,0.0
Neuroscience and race,0.8,0.8,30,10,0.0
Neuroscience of sleep,1.0,1.0,75,5,0.0
Neurosteroid,0.8,0.8,27,5,0.0
Spy pixel,0.8,0.8,70,5,0.0
Sputum,0.6,0.6,67,100,0.0
Neurotoxins,1.0,1.0,0,5,0.0
Neurotrophin,0.75,0.75,9,4,0.0
Standard enthalpy of reaction,0.8,0.8,24,5,0.0
Staphylococcus,0.8,0.8,96,40,0.0
Neutron transport,1.0,1.0,52,5,0.0
Nested set model,0.8,0.8,48,10,0.0
Neil Ferguson (epidemiologist),0.6,0.6,72,10,0.0
Steve Oedekerk,0.6,0.6,55,5,0.0
Stemming,1.0,1.0,82,60,0.0
Neisseria meningitidis,0.6,0.6,100,50,0.0
Steatopygia,0.8,0.8,18,5,0.0
Steatohepatitis,0.6,0.6,97,10,0.0
Neonatal herpes,0.6,0.6,47,90,0.0
Neontology,1.0,1.0,95,5,0.0
Neoplasm,0.8,0.8,95,10,0.0
Statute of Labourers 1351,0.8,0.8,80,5,0.0
Neoteny in humans,0.8,0.8,57,10,0.0
Statistical theory,0.6,0.6,89,5,0.0
Stations of the Exodus,0.8,0.8,50,5,0.0
Nephromyces,1.0,1.0,89,30,0.0
Neritimorpha,0.6,0.6,98,5,0.0
Prokaryote,0.8,0.8,25,20,0.0
Star Canopus diving accident,0.8,0.8,21,5,0.0
Nerve growth factor,0.6,0.6,17,10,0.0
Nervous system network models,0.8,0.8,66,5,0.0
Sputnik V COVID-19 vaccine,0.6,0.6,47,70,0.0
Sports broadcasting contracts in India,0.8,0.8,92,30,0.0
Nose,1.0,1.0,21,5,0.0
Spermatocele,0.8,0.8,44,5,0.0
Sperm washing,1.0,1.0,40,10,0.0
Spelt,1.0,1.0,74,5,0.0
Spectral clustering,1.0,1.0,20,20,0.0
Nitromethane,1.0,1.0,88,5,0.0
Nitrosamine,0.8,0.8,26,15,0.0
Nitrosomonas,0.6,0.6,61,180,0.0
Nivkh languages,0.6,0.6,8,5,0.0
Species description,0.6,0.6,62,5,0.0
Spearman's rank correlation coefficient,0.8,0.8,52,5,0.0
Nociceptor,0.6,0.6,81,10,0.0
Sparganosis,0.8,0.8,63,5,0.0
Spaced repetition,0.8,0.8,93,30,0.0
Non-ionizing radiation,1.0,1.0,74,5,0.0
Nonvenereal endemic syphilis,0.8,0.8,71,5,0.0
Soy allergy,1.0,1.0,52,5,0.0
Soviet-type economic planning,1.0,1.0,100,5,0.0
Soviet space dogs,0.6,0.6,65,5,0.0
Northern goshawk,0.6,0.6,92,5,0.0
Soviet famine of 1946–1947,0.6,0.6,75,5,0.0
Spermatid,0.8,0.8,83,20,0.0
Nitration,0.8,0.8,29,5,0.0
Spontaneous combustion,0.8,0.8,54,5,0.0
Nitrate radical,0.6,0.6,55,5,0.0
New riddle of induction,0.6,0.6,65,10,0.0
Nick translation,0.8,0.8,11,65,0.0
Nicotinamide,0.6,0.6,97,5,0.0
Nicotinamide riboside,0.6,0.6,53,70,0.0
Night eating syndrome,0.8,0.8,67,10,0.0
Nimodipine,0.6,0.6,75,10,0.0
Spontaneous bacterial peritonitis,0.6,0.6,89,5,0.0
Nimravides,1.0,1.0,93,10,0.0
Spliceosome,0.6,0.6,43,60,0.0
Nintedanib,0.6,0.6,49,5,0.0
Spirometry,0.6,0.6,30,5,0.0
Spirometra,0.6,0.6,58,5,0.0
Spin–lattice relaxation,1.0,1.0,93,15,0.0
Spinal disease,0.8,0.8,48,5,0.0
Sphinx (documentation generator),0.8,0.8,42,10,0.0
Sphenoid sinus,0.8,0.8,59,5,0.0
Nisin,0.6,0.6,75,45,0.0
Spermidine,0.6,0.6,88,60,0.0
Spermatogenesis,0.6,0.6,32,5,0.0
Stochastic grammar,1.0,1.0,60,15,0.0
Stock footage,0.8,0.8,82,5,0.0
Stomach,1.0,1.0,52,5,0.0
Myoglobin,0.8,0.8,78,60,0.0
Systemic primary carnitine deficiency,0.6,0.6,70,5,0.0
Systematics,1.0,1.0,45,5,0.0
Synthetic oil,1.0,1.0,98,5,0.0
Synthetic media,1.0,1.0,17,5,0.0
Myricetin,1.0,1.0,76,45,0.0
Synthetic language,0.6,0.6,18,10,0.0
Synthesis of nucleosides,0.6,0.6,55,45,0.0
MythBusters (2009 season),0.6,0.6,48,10,0.0
Syntax (logic),1.0,1.0,97,5,0.0
Synkinesis,0.8,0.8,37,5,0.0
Syndrome of inappropriate antidiuretic hormone secretion,0.8,0.8,91,5,0.0
Symphosius,0.6,0.6,40,5,0.0
Symphonie,0.6,0.6,44,5,0.0
Sylvester Antolak,0.6,0.6,45,5,0.0
Survivin,1.0,1.0,50,65,0.0
Survey (human research),0.8,0.8,49,5,0.0
Surgical staple,1.0,1.0,87,10,0.0
Superficial thrombophlebitis,1.0,1.0,15,5,0.0
NASA Clean Air Study,0.8,0.8,9,5,0.0
Systemic vasculitis,0.8,0.8,24,5,0.0
Myofascial trigger point,1.0,1.0,75,5,0.0
Stomach disease,1.0,1.0,15,15,0.0
Myoclonus,0.8,0.8,99,5,0.0
Tag (metadata),1.0,1.0,86,10,0.0
Mycobacterium avium complex,1.0,1.0,59,50,0.0
Tactical communications,1.0,1.0,69,5,0.0
Tacitus on Jesus,1.0,1.0,85,5,0.0
Mycoplasma genitalium,0.6,0.6,0,5,0.0
Tachyphylaxis,0.5,0.5,89,20,0.0
Table of specific heat capacities,0.8,0.8,75,5,0.0
Mycoplasma pneumoniae,0.6,0.6,67,45,0.0
Table of Clebsch–Gordan coefficients,0.6,0.6,93,5,0.0
Table (information),0.8,0.8,86,15,0.0
TSI slant,0.6,0.6,91,15,0.0
TOXMAP,0.6,0.6,92,50,0.0
TI-73 series,0.6,0.6,69,5,0.0
TEX9,0.6,0.6,95,110,0.0
Myelitis,0.8,0.8,54,40,0.0
TCP (antiseptic),0.6,0.6,77,5,0.0
Myiasis,1.0,1.0,87,10,0.0
TAR DNA-binding protein 43,0.6,0.6,10,165,0.0
Sálvio Dino,0.6,0.6,72,5,0.0
NFPA 704,0.6,0.6,69,30,0.0
Sulfur metabolism,0.8,0.8,99,20,0.0
NKVD prisoner massacres,0.6,0.6,52,5,0.0
Sulfonamide (medicine),0.8,0.8,42,10,0.0
Subacute combined degeneration of spinal cord,1.0,1.0,37,5,0.0
Sturge–Weber syndrome,0.6,0.6,100,10,0.0
Natriuretic peptide,0.6,0.6,23,15,0.0
Natural Language Toolkit,0.6,0.6,39,35,0.0
String metric,1.0,1.0,71,5,0.0
Naval Battle of Hakodate,0.6,0.6,84,5,0.0
Striated muscle tissue,0.8,0.8,86,5,0.0
Nazi racial theories,1.0,1.0,44,5,0.0
Nebulizer,1.0,1.0,22,5,0.0
Streptococcus thermophilus,0.6,0.6,56,160,0.0
Necrosis,0.8,0.8,82,10,0.0
Nectar,1.0,1.0,17,10,0.0
Streptococcus dysgalactiae,0.8,0.8,98,45,0.0
Strepsiptera,0.6,0.6,29,5,0.0
Nectarivore,1.0,1.0,40,5,0.0
Straw,0.6,0.6,36,5,0.0
Stop Asian Hate,0.6,0.6,57,10,0.0
Negative air ionization therapy,0.8,0.8,75,5,0.0
Negative binomial distribution,0.6,0.6,6,5,0.0
National seals of Japan,0.6,0.6,27,5,0.0
Subdural hygroma,0.8,0.8,74,5,0.0
Substrate (biology),1.0,1.0,2,5,0.0
Naming collision,0.8,0.8,61,30,0.0
Nabilone,0.6,0.6,72,5,0.0
Sulfamethoxazole,0.6,0.6,69,5,0.0
Naegleria,0.6,0.6,79,5,0.0
Sulfadoxine/pyrimethamine,0.8,0.8,76,5,0.0
Suicide terminology,0.6,0.6,101,15,0.0
Suicide in the military,0.8,0.8,24,5,0.0
Names for sets of chemical elements,0.6,0.6,87,35,0.0
Suicide gene,0.8,0.8,0,5,0.0
Naratriptan,0.6,0.6,81,10,0.0
National Childhood Vaccine Injury Act,1.0,1.0,98,10,0.0
Suicidal ideation,1.0,1.0,25,5,0.0
Narrative bias,0.8,0.8,95,5,0.0
Nasal cannula,0.8,0.8,42,5,0.0
Nasal consonant,0.8,0.8,67,5,0.0
Sudoku solving algorithms,0.6,0.6,80,60,0.0
Suckling pig,0.8,0.8,54,5,0.0
Substrate (chemistry),1.0,1.0,32,10,0.0
Nasutitermes,0.6,0.6,32,15,0.0
Southern United States,0.6,0.6,16,5,0.0
NoteCards,0.6,0.6,36,15,0.0
Search data structure,0.6,0.6,95,105,0.0
Serotonin–norepinephrine reuptake inhibitor,1.0,1.0,45,4,0.0
Serotonin receptor agonist,0.8,0.8,75,5,0.0
Opsin,0.6,0.6,59,5,0.0
Optic neuritis,1.0,1.0,73,5,0.0
Oral candidiasis,0.8,0.8,69,25,0.0
Orcinus,0.6,0.6,43,5,0.0
Serialization,1.0,1.0,62,5,0.0
Septicemic plague,0.6,0.6,62,60,0.0
Organ culture,0.8,0.8,56,15,0.0
Organelle,0.6,0.6,15,10,0.0
Sensory processing disorder,1.0,1.0,48,5,0.0
Sensory neuronopathy,1.0,1.0,101,5,0.0
Organic milk,1.0,1.0,43,5,0.0
Organophosphate,1.0,1.0,37,5,0.0
Sensory memory,0.8,0.8,59,15,0.0
Organophosphate poisoning,0.8,0.8,63,15,0.0
Sense of smell,0.8,0.8,28,40,0.0
Sengstaken–Blakemore tube,0.6,0.6,72,5,0.0
Oritavancin,0.6,0.6,23,20,0.0
Orkhon inscriptions,0.6,0.6,74,5,0.0
Serotonin transporter,0.8,0.8,67,10,0.0
Serotype,1.0,1.0,3,15,0.0
Ornithomimidae,0.6,0.6,41,5,0.0
Serrated polyposis syndrome,0.6,0.6,94,10,0.0
Operation Braunschweig,0.6,0.6,98,5,0.0
Shannon–Hartley theorem,1.0,1.0,100,5,0.0
Shadow biosphere,1.0,1.0,37,5,0.0
Ophiophagy,0.6,0.6,92,5,0.0
Opioid,0.6,0.6,57,5,0.0
Opioid overdose,0.8,0.8,75,5,0.0
Opisthokont,0.8,0.8,100,35,0.0
Sexual abuse and intellectual disability,1.0,1.0,56,5,0.0
Opisthotonus,0.8,0.8,77,5,0.0
Sex chromosome anomalies,1.0,1.0,90,5,0.0
Sex chromosome,0.6,0.6,30,5,0.0
Sewage farm,0.8,0.8,39,5,0.0
Set cover problem,0.6,0.6,70,10,0.0
Sessile serrated lesion,1.0,1.0,35,5,0.0
Sesquilinear form,0.8,0.8,51,5,0.0
Sesamoiditis,0.8,0.8,57,5,0.0
Service Location Protocol,1.0,1.0,75,10,0.0
Serum protein electrophoresis,1.0,1.0,82,5,0.0
Serum (blood),1.0,1.0,85,30,0.0
Ornithocheirus,0.8,0.8,4,10,0.0
Senecioneae,0.8,0.8,69,10,0.0
Southern Levant,0.8,0.8,14,5,0.0
Outline of nanotechnology,0.8,0.8,47,5,0.0
Outline of the Doors,0.8,0.8,100,10,0.0
Select (SQL),0.8,0.8,73,35,0.0
Segmental resection,1.0,1.0,68,5,0.0
Outline of the human nervous system,0.8,0.8,46,5,0.0
Sediment,0.8,0.8,54,5,0.0
Ovotesticular syndrome,1.0,1.0,90,5,0.0
Security question,0.6,0.6,94,5,0.0
Secondary source,0.8,0.8,71,10,0.0
Oxidative phosphorylation,0.6,0.6,30,5,0.0
Oxidative stress,1.0,1.0,100,20,0.0
Oxidizing agent,0.8,0.8,93,5,0.0
Secondary somatosensory cortex,0.6,0.6,87,5,0.0
Search neutrality,0.8,0.8,67,5,0.0
Oxygen therapy,0.6,0.6,6,5,0.0
Oxygen tolerance,0.8,0.8,0,5,0.0
Search engine results page,1.0,1.0,36,25,0.0
Search engine indexing,1.0,1.0,17,205,0.0
Oxygen-16,0.6,0.6,60,10,0.0
Oxygen–hemoglobin dissociation curve,0.6,0.6,63,10,0.0
Outline of scientific method,1.0,1.0,73,5,0.0
Outline of food preparation,0.8,0.8,8,5,0.0
Semantics,0.8,0.8,88,15,0.0
Ouranopithecus turkae,0.6,0.6,99,20,0.0
Orphenadrine,0.6,0.6,45,5,0.0
Orthogonal complement,1.0,1.0,32,10,0.0
Orthographic transcription,0.8,0.8,54,5,0.0
Semantic triple,0.6,0.6,34,75,0.0
Orthonormality,1.0,1.0,60,5,0.0
Oryzias,0.6,0.6,69,5,0.0
Oshkosh M-ATV,0.8,0.8,84,5,0.0
Osimertinib,0.6,0.6,14,5,0.0
Selumetinib,0.6,0.6,43,5,0.0
Osteoclast,1.0,1.0,83,5,0.0
Osteomalacia,1.0,1.0,96,5,0.0
Self-supervised learning,0.8,0.8,80,5,0.0
Osteomyelitis,0.8,0.8,40,15,0.0
Osteophagy,0.8,0.8,84,15,0.0
Selenium deficiency,0.8,0.8,90,10,0.0
Selegiline,0.6,0.6,38,10,0.0
Selection algorithm,0.8,0.8,100,15,0.0
Ostrya virginiana,0.6,0.6,26,5,0.0
Selected reaction monitoring,0.8,0.8,68,230,0.0
Shellfish allergy,0.8,0.8,92,5,0.0
Sherman–Morrison formula,1.0,1.0,74,5,0.0
Shingles,0.6,0.6,100,50,0.0
Nunn–Lugar Cooperative Threat Reduction,0.6,0.6,9,10,0.0
Sodium hyaluronate,0.8,0.8,28,5,0.0
Nutrient agar,0.6,0.6,60,10,0.0
Nutritional immunology,1.0,1.0,70,20,0.0
Nynetjer,0.6,0.6,99,5,0.0
Snuppy,0.6,0.6,58,10,0.0
Nypa fruticans,1.0,1.0,43,5,0.0
